state,county,candidate,Party,votes
Kentucky,Harrison County,Amy McGrath,D,2565
Kentucky,Hart County,Amy McGrath,D,2123
Kentucky,Henderson County,Amy McGrath,D,8256
Kentucky,Henry County,Amy McGrath,D,2431
Kentucky,Hickman County,Amy McGrath,D,512
Kentucky,Hopkins County,Amy McGrath,D,6066
Kentucky,Jackson County,Amy McGrath,D,689
Kentucky,Jefferson County,Mitch McConnell,R,145525
Kentucky,Jessamine County,Amy McGrath,D,8861
Kentucky,Johnson County,Amy McGrath,D,1865
Kentucky,Kenton County,Amy McGrath,D,34455
Kentucky,Knott County,Amy McGrath,D,1664
Kentucky,Knox County,Amy McGrath,D,2413
Kentucky,Larue County,Amy McGrath,D,1747
Kentucky,Laurel County,Amy McGrath,D,4882
Kentucky,Lawrence County,Amy McGrath,D,1520
Kentucky,Lee County,Amy McGrath,D,520
Kentucky,Leslie County,Amy McGrath,D,562
Kentucky,Letcher County,Amy McGrath,D,2245
Kentucky,Lewis County,Amy McGrath,D,991
Kentucky,Lincoln County,Amy McGrath,D,2521
Kentucky,Livingston County,Amy McGrath,D,1110
Kentucky,Logan County,Amy McGrath,D,3503
Kentucky,Lyon County,Amy McGrath,D,1204
Kentucky,McCracken County,Amy McGrath,D,11623
Kentucky,McCreary County,Amy McGrath,D,889
Kentucky,McLean County,Amy McGrath,D,1241
Kentucky,Madison County,Amy McGrath,D,16267
Kentucky,Magoffin County,Amy McGrath,D,1392
Kentucky,Marion County,Amy McGrath,D,3144
Kentucky,Marshall County,Amy McGrath,D,4532
Kentucky,Martin County,Amy McGrath,D,497
Kentucky,Mason County,Amy McGrath,D,2601
Kentucky,Meade County,Amy McGrath,D,4225
Kentucky,Menifee County,Amy McGrath,D,882
Kentucky,Mercer County,Amy McGrath,D,3247
Kentucky,Metcalfe County,Amy McGrath,D,1129
Kentucky,Monroe County,Amy McGrath,D,763
Kentucky,Montgomery County,Amy McGrath,D,3983
Kentucky,Morgan County,Amy McGrath,D,1375
Kentucky,Muhlenberg County,Amy McGrath,D,4174
Kentucky,Nelson County,Amy McGrath,D,7943
Kentucky,Nicholas County,Amy McGrath,D,1087
Kentucky,Ohio County,Amy McGrath,D,2765
Kentucky,Oldham County,Amy McGrath,D,14713
Kentucky,Owen County,Amy McGrath,D,1235
Kentucky,Owsley County,Amy McGrath,D,280
Kentucky,Pendleton County,Amy McGrath,D,1570
Kentucky,Perry County,Amy McGrath,D,2781
Kentucky,Pike County,Amy McGrath,D,6013
Kentucky,Powell County,Amy McGrath,D,1591
Kentucky,Pulaski County,Amy McGrath,D,6118
Kentucky,Robertson County,Amy McGrath,D,288
Kentucky,Rockcastle County,Amy McGrath,D,1225
Kentucky,Rowan County,Amy McGrath,D,4175
Kentucky,Russell County,Amy McGrath,D,1548
Kentucky,Scott County,Amy McGrath,D,11248
Kentucky,Shelby County,Amy McGrath,D,8332
Kentucky,Simpson County,Amy McGrath,D,2976
Kentucky,Spencer County,Amy McGrath,D,2827
Kentucky,Taylor County,Amy McGrath,D,3277
Kentucky,Todd County,Amy McGrath,D,1460
Kentucky,Trigg County,Amy McGrath,D,2034
Kentucky,Trimble County,Amy McGrath,D,1183
Kentucky,Union County,Amy McGrath,D,1803
Kentucky,Warren County,Amy McGrath,D,23345
Kentucky,Washington County,Amy McGrath,D,1769
Kentucky,Wayne County,Amy McGrath,D,1978
Kentucky,Webster County,Amy McGrath,D,1600
Kentucky,Whitley County,Amy McGrath,D,2887
Kentucky,Wolfe County,Amy McGrath,D,943
Kentucky,Woodford County,Amy McGrath,D,6612
Louisiana,Acadia Parish,Adrian Perkins,D,2243
Louisiana,Acadia Parish,Derrick Edwards,D,1499
Louisiana,Acadia Parish,Dustin Murphy,R,572
Louisiana,Acadia Parish,Antoine Pierce,D,285
Louisiana,Acadia Parish,Drew Knight,D,260
Louisiana,Acadia Parish,Peter Wenstrup,D,89
Louisiana,Allen Parish,Derrick Edwards,D,926
Louisiana,Allen Parish,Adrian Perkins,D,483
Louisiana,Allen Parish,Dustin Murphy,R,303
Louisiana,Allen Parish,Drew Knight,D,158
Louisiana,Allen Parish,Antoine Pierce,D,143
Louisiana,Allen Parish,Peter Wenstrup,D,36
Louisiana,Ascension Parish,Adrian Perkins,D,8539
Louisiana,Ascension Parish,Derrick Edwards,D,6057
Louisiana,Ascension Parish,Dustin Murphy,R,1448
Louisiana,Ascension Parish,Antoine Pierce,D,1327
Louisiana,Ascension Parish,Drew Knight,D,871
Louisiana,Ascension Parish,Peter Wenstrup,D,325
Louisiana,Assumption Parish,Adrian Perkins,D,1452
Louisiana,Assumption Parish,Derrick Edwards,D,1340
Louisiana,Assumption Parish,Antoine Pierce,D,167
Louisiana,Assumption Parish,Dustin Murphy,R,155
Louisiana,Assumption Parish,Drew Knight,D,153
Louisiana,Assumption Parish,Peter Wenstrup,D,60
Louisiana,Avoyelles Parish,Derrick Edwards,D,1766
Louisiana,Avoyelles Parish,Adrian Perkins,D,1551
Louisiana,Avoyelles Parish,Dustin Murphy,R,401
Louisiana,Avoyelles Parish,Drew Knight,D,287
Louisiana,Avoyelles Parish,Antoine Pierce,D,232
Louisiana,Avoyelles Parish,Peter Wenstrup,D,97
Louisiana,Beauregard Parish,Derrick Edwards,D,992
Louisiana,Beauregard Parish,Dustin Murphy,R,664
Louisiana,Beauregard Parish,Adrian Perkins,D,607
Louisiana,Beauregard Parish,Drew Knight,D,229
Louisiana,Beauregard Parish,Antoine Pierce,D,225
Louisiana,Beauregard Parish,Peter Wenstrup,D,75
Louisiana,Bienville Parish,Adrian Perkins,D,2068
Louisiana,Bienville Parish,Derrick Edwards,D,517
Louisiana,Bienville Parish,Dustin Murphy,R,111
Louisiana,Bienville Parish,Antoine Pierce,D,95
Louisiana,Bienville Parish,Drew Knight,D,91
Louisiana,Bienville Parish,Peter Wenstrup,D,38
Louisiana,Bossier Parish,Adrian Perkins,D,9834
Louisiana,Bossier Parish,Derrick Edwards,D,2511
Louisiana,Bossier Parish,Dustin Murphy,R,1135
Louisiana,Bossier Parish,Antoine Pierce,D,613
Louisiana,Bossier Parish,Drew Knight,D,567
Louisiana,Bossier Parish,Peter Wenstrup,D,240
Louisiana,Caddo Parish,Adrian Perkins,D,36282
Louisiana,Caddo Parish,Derrick Edwards,D,8590
Louisiana,Caddo Parish,Antoine Pierce,D,2912
Louisiana,Caddo Parish,Drew Knight,D,1479
Louisiana,Caddo Parish,Dustin Murphy,R,1226
Louisiana,Caddo Parish,Peter Wenstrup,D,641
Louisiana,Calcasieu Parish,Derrick Edwards,D,11082
Louisiana,Calcasieu Parish,Adrian Perkins,D,5910
Louisiana,Calcasieu Parish,Dustin Murphy,R,2418
Louisiana,Calcasieu Parish,Antoine Pierce,D,2033
Louisiana,Calcasieu Parish,Drew Knight,D,1992
Louisiana,Calcasieu Parish,Peter Wenstrup,D,701
Louisiana,Caldwell Parish,Derrick Edwards,D,268
Louisiana,Caldwell Parish,Dustin Murphy,R,261
Louisiana,Caldwell Parish,Adrian Perkins,D,218
Louisiana,Caldwell Parish,Drew Knight,D,57
Louisiana,Caldwell Parish,Antoine Pierce,D,50
Louisiana,Caldwell Parish,Peter Wenstrup,D,23
Louisiana,Cameron Parish,Dustin Murphy,R,143
Louisiana,Cameron Parish,Derrick Edwards,D,129
Louisiana,Cameron Parish,Adrian Perkins,D,70
Louisiana,Cameron Parish,Drew Knight,D,24
Louisiana,Cameron Parish,Antoine Pierce,D,17
Louisiana,Cameron Parish,Peter Wenstrup,D,9
Louisiana,Catahoula Parish,Adrian Perkins,D,539
Louisiana,Catahoula Parish,Derrick Edwards,D,377
Louisiana,Catahoula Parish,Dustin Murphy,R,113
Louisiana,Catahoula Parish,Antoine Pierce,D,65
Louisiana,Catahoula Parish,Drew Knight,D,54
Louisiana,Catahoula Parish,Peter Wenstrup,D,22
Louisiana,Claiborne Parish,Adrian Perkins,D,1605
Louisiana,Claiborne Parish,Derrick Edwards,D,499
Louisiana,Claiborne Parish,Dustin Murphy,R,105
Louisiana,Claiborne Parish,Drew Knight,D,93
Louisiana,Claiborne Parish,Antoine Pierce,D,86
Louisiana,Claiborne Parish,Peter Wenstrup,D,35
Louisiana,Concordia Parish,Adrian Perkins,D,1185
Louisiana,Concordia Parish,Derrick Edwards,D,1073
Louisiana,Concordia Parish,Dustin Murphy,R,261
Louisiana,Concordia Parish,Drew Knight,D,178
Louisiana,Concordia Parish,Antoine Pierce,D,100
Louisiana,Concordia Parish,Peter Wenstrup,D,63
Louisiana,De Soto Parish,Adrian Perkins,D,3744
Louisiana,De Soto Parish,Derrick Edwards,D,651
Louisiana,De Soto Parish,Dustin Murphy,R,298
Louisiana,De Soto Parish,Antoine Pierce,D,128
Louisiana,De Soto Parish,Drew Knight,D,122
Louisiana,De Soto Parish,Peter Wenstrup,D,54
Louisiana,East Baton Rouge Parish,Adrian Perkins,D,58688
Louisiana,East Baton Rouge Parish,Derrick Edwards,D,29504
Louisiana,East Baton Rouge Parish,Antoine Pierce,D,8540
Louisiana,East Baton Rouge Parish,Drew Knight,D,4156
Louisiana,East Baton Rouge Parish,Dustin Murphy,R,2234
Louisiana,East Baton Rouge Parish,Peter Wenstrup,D,1329
Louisiana,East Carroll Parish,Adrian Perkins,D,703
Louisiana,East Carroll Parish,Derrick Edwards,D,560
Louisiana,East Carroll Parish,Drew Knight,D,173
Louisiana,East Carroll Parish,Antoine Pierce,D,79
Louisiana,East Carroll Parish,Dustin Murphy,R,38
Louisiana,East Carroll Parish,Peter Wenstrup,D,36
Louisiana,East Feliciana Parish,Adrian Perkins,D,1784
Louisiana,East Feliciana Parish,Derrick Edwards,D,1296
Louisiana,East Feliciana Parish,Drew Knight,D,212
Louisiana,East Feliciana Parish,Antoine Pierce,D,196
Louisiana,East Feliciana Parish,Dustin Murphy,R,166
Louisiana,East Feliciana Parish,Peter Wenstrup,D,73
Louisiana,Evangeline Parish,Adrian Perkins,D,1418
Louisiana,Evangeline Parish,Derrick Edwards,D,1307
Louisiana,Evangeline Parish,Dustin Murphy,R,309
Louisiana,Evangeline Parish,Drew Knight,D,194
Louisiana,Evangeline Parish,Antoine Pierce,D,162
Louisiana,Evangeline Parish,Peter Wenstrup,D,75
Louisiana,Franklin Parish,Adrian Perkins,D,839
Louisiana,Franklin Parish,Derrick Edwards,D,729
Louisiana,Franklin Parish,Antoine Pierce,D,271
Louisiana,Franklin Parish,Dustin Murphy,R,210
Louisiana,Franklin Parish,Drew Knight,D,166
Louisiana,Franklin Parish,Peter Wenstrup,D,61
Louisiana,Grant Parish,Derrick Edwards,D,435
Louisiana,Grant Parish,Adrian Perkins,D,316
Louisiana,Grant Parish,Dustin Murphy,R,259
Louisiana,Grant Parish,Drew Knight,D,104
Louisiana,Grant Parish,Antoine Pierce,D,55
Louisiana,Grant Parish,Peter Wenstrup,D,34
Louisiana,Iberia Parish,Adrian Perkins,D,4294
Louisiana,Iberia Parish,Derrick Edwards,D,3076
Louisiana,Iberia Parish,Antoine Pierce,D,885
Louisiana,Iberia Parish,Dustin Murphy,R,586
Louisiana,Iberia Parish,Drew Knight,D,507
Louisiana,Iberia Parish,Peter Wenstrup,D,190
Louisiana,Iberville Parish,Adrian Perkins,D,3490
Louisiana,Iberville Parish,Derrick Edwards,D,2490
Louisiana,Iberville Parish,Antoine Pierce,D,654
Louisiana,Iberville Parish,Drew Knight,D,353
Louisiana,Iberville Parish,Dustin Murphy,R,195
Louisiana,Iberville Parish,Peter Wenstrup,D,82
Louisiana,Jackson Parish,Adrian Perkins,D,989
Louisiana,Jackson Parish,Derrick Edwards,D,591
Louisiana,Jackson Parish,Dustin Murphy,R,255
Louisiana,Jackson Parish,Antoine Pierce,D,97
Louisiana,Jackson Parish,Drew Knight,D,96
Louisiana,Jackson Parish,Peter Wenstrup,D,28
Louisiana,Jefferson Parish,Adrian Perkins,D,37965
Louisiana,Jefferson Parish,Derrick Edwards,D,23680
Louisiana,Jefferson Parish,Antoine Pierce,D,4564
Louisiana,Jefferson Parish,Drew Knight,D,3558
Louisiana,Jefferson Parish,Dustin Murphy,R,2574
Louisiana,Jefferson Parish,Peter Wenstrup,D,1432
Louisiana,Jefferson Davis Parish,Adrian Perkins,D,1184
Louisiana,Jefferson Davis Parish,Derrick Edwards,D,988
Louisiana,Jefferson Davis Parish,Dustin Murphy,R,423
Louisiana,Jefferson Davis Parish,Drew Knight,D,198
Louisiana,Jefferson Davis Parish,Antoine Pierce,D,182
Louisiana,Jefferson Davis Parish,Peter Wenstrup,D,52
Louisiana,Lafayette Parish,Adrian Perkins,D,17762
Louisiana,Lafayette Parish,Derrick Edwards,D,10267
Louisiana,Lafayette Parish,Antoine Pierce,D,3372
Louisiana,Lafayette Parish,Dustin Murphy,R,2043
Louisiana,Lafayette Parish,Drew Knight,D,1625
Louisiana,Lafayette Parish,Peter Wenstrup,D,619
Louisiana,Lafourche Parish,Adrian Perkins,D,2869
Louisiana,Lafourche Parish,Derrick Edwards,D,2772
Louisiana,Lafourche Parish,Dustin Murphy,R,838
Louisiana,Lafourche Parish,Antoine Pierce,D,576
Louisiana,Lafourche Parish,Drew Knight,D,456
Louisiana,Lafourche Parish,Peter Wenstrup,D,201
Louisiana,LaSalle Parish,Derrick Edwards,D,226
Louisiana,LaSalle Parish,Dustin Murphy,R,223
Louisiana,LaSalle Parish,Adrian Perkins,D,190
Louisiana,LaSalle Parish,Drew Knight,D,62
Louisiana,LaSalle Parish,Antoine Pierce,D,31
Louisiana,LaSalle Parish,Peter Wenstrup,D,16
Louisiana,Lincoln Parish,Adrian Perkins,D,3052
Louisiana,Lincoln Parish,Derrick Edwards,D,1963
Louisiana,Lincoln Parish,Antoine Pierce,D,591
Louisiana,Lincoln Parish,Drew Knight,D,357
Louisiana,Lincoln Parish,Dustin Murphy,R,353
Louisiana,Lincoln Parish,Peter Wenstrup,D,154
Louisiana,Livingston Parish,Adrian Perkins,D,3748
Louisiana,Livingston Parish,Derrick Edwards,D,2629
Louisiana,Livingston Parish,Dustin Murphy,R,1965
Louisiana,Livingston Parish,Antoine Pierce,D,605
Louisiana,Livingston Parish,Drew Knight,D,475
Louisiana,Livingston Parish,Peter Wenstrup,D,192
Louisiana,Madison Parish,Adrian Perkins,D,929
Louisiana,Madison Parish,Derrick Edwards,D,886
Louisiana,Madison Parish,Drew Knight,D,181
Louisiana,Madison Parish,Antoine Pierce,D,159
Louisiana,Madison Parish,Peter Wenstrup,D,60
Louisiana,Madison Parish,Dustin Murphy,R,55
Louisiana,Morehouse Parish,Adrian Perkins,D,1844
Louisiana,Morehouse Parish,Derrick Edwards,D,1562
Louisiana,Morehouse Parish,Drew Knight,D,295
Louisiana,Morehouse Parish,Antoine Pierce,D,268
Louisiana,Morehouse Parish,Dustin Murphy,R,228
Louisiana,Morehouse Parish,Peter Wenstrup,D,92
Louisiana,Natchitoches Parish,Adrian Perkins,D,3605
Louisiana,Natchitoches Parish,Derrick Edwards,D,1435
Louisiana,Natchitoches Parish,Dustin Murphy,R,289
Louisiana,Natchitoches Parish,Antoine Pierce,D,284
Louisiana,Natchitoches Parish,Drew Knight,D,276
Louisiana,Natchitoches Parish,Peter Wenstrup,D,125
Louisiana,Orleans Parish,Derrick Edwards,D,33660
Louisiana,Orleans Parish,Bill Cassidy,R,29745
Louisiana,Orleans Parish,Antoine Pierce,D,11720
Louisiana,Orleans Parish,Drew Knight,D,5024
Louisiana,Orleans Parish,Peter Wenstrup,D,2673
Louisiana,Orleans Parish,Dustin Murphy,R,943
Louisiana,Ouachita Parish,Adrian Perkins,D,10353
Louisiana,Ouachita Parish,Derrick Edwards,D,7325
Louisiana,Ouachita Parish,Antoine Pierce,D,1737
Louisiana,Ouachita Parish,Dustin Murphy,R,1654
Louisiana,Ouachita Parish,Drew Knight,D,1610
Louisiana,Ouachita Parish,Peter Wenstrup,D,494
Louisiana,Plaquemines Parish,Adrian Perkins,D,1259
Louisiana,Plaquemines Parish,Derrick Edwards,D,1071
Louisiana,Plaquemines Parish,Antoine Pierce,D,202
Louisiana,Plaquemines Parish,Drew Knight,D,198
Louisiana,Plaquemines Parish,Dustin Murphy,R,188
Louisiana,Plaquemines Parish,Peter Wenstrup,D,62
Louisiana,Pointe Coupee Parish,Adrian Perkins,D,1916
Louisiana,Pointe Coupee Parish,Derrick Edwards,D,1341
Louisiana,Pointe Coupee Parish,Antoine Pierce,D,257
Louisiana,Pointe Coupee Parish,Drew Knight,D,205
Louisiana,Pointe Coupee Parish,Dustin Murphy,R,131
Louisiana,Pointe Coupee Parish,Peter Wenstrup,D,73
Louisiana,Rapides Parish,Derrick Edwards,D,6784
Louisiana,Rapides Parish,Adrian Perkins,D,6544
Louisiana,Rapides Parish,Antoine Pierce,D,1205
Louisiana,Rapides Parish,Drew Knight,D,1155
Louisiana,Rapides Parish,Dustin Murphy,R,1120
Louisiana,Rapides Parish,Peter Wenstrup,D,387
Louisiana,Red River Parish,Adrian Perkins,D,1194
Louisiana,Red River Parish,Derrick Edwards,D,245
Louisiana,Red River Parish,Dustin Murphy,R,67
Louisiana,Red River Parish,Antoine Pierce,D,43
Louisiana,Red River Parish,Drew Knight,D,32
Louisiana,Red River Parish,Peter Wenstrup,D,14
Louisiana,Richland Parish,Adrian Perkins,D,1043
Louisiana,Richland Parish,Derrick Edwards,D,1032
Louisiana,Richland Parish,Dustin Murphy,R,216
Louisiana,Richland Parish,Drew Knight,D,199
Louisiana,Richland Parish,Antoine Pierce,D,169
Louisiana,Richland Parish,Peter Wenstrup,D,54
Louisiana,Sabine Parish,Adrian Perkins,D,987
Louisiana,Sabine Parish,Derrick Edwards,D,374
Louisiana,Sabine Parish,Dustin Murphy,R,246
Louisiana,Sabine Parish,Drew Knight,D,75
Louisiana,Sabine Parish,Antoine Pierce,D,69
Louisiana,Sabine Parish,Peter Wenstrup,D,26
Louisiana,St. Bernard Parish,Derrick Edwards,D,2260
Louisiana,St. Bernard Parish,Adrian Perkins,D,1992
Louisiana,St. Bernard Parish,Antoine Pierce,D,434
Louisiana,St. Bernard Parish,Dustin Murphy,R,330
Louisiana,St. Bernard Parish,Drew Knight,D,326
Louisiana,St. Bernard Parish,Peter Wenstrup,D,145
Louisiana,St. Charles Parish,Adrian Perkins,D,3687
Louisiana,St. Charles Parish,Derrick Edwards,D,3392
Louisiana,St. Charles Parish,Antoine Pierce,D,616
Louisiana,St. Charles Parish,Dustin Murphy,R,480
Louisiana,St. Charles Parish,Drew Knight,D,410
Louisiana,St. Charles Parish,Peter Wenstrup,D,156
Louisiana,St. Helena Parish,Adrian Perkins,D,1386
Louisiana,St. Helena Parish,Derrick Edwards,D,977
Louisiana,St. Helena Parish,Drew Knight,D,187
Louisiana,St. Helena Parish,Antoine Pierce,D,122
Louisiana,St. Helena Parish,Dustin Murphy,R,75
Louisiana,St. Helena Parish,Peter Wenstrup,D,58
Louisiana,St. James Parish,Adrian Perkins,D,2753
Louisiana,St. James Parish,Derrick Edwards,D,2040
Louisiana,St. James Parish,Antoine Pierce,D,310
Louisiana,St. James Parish,Drew Knight,D,230
Louisiana,St. James Parish,Dustin Murphy,R,134
Louisiana,St. James Parish,Peter Wenstrup,D,99
Louisiana,St. John the Baptist Parish,Derrick Edwards,D,5355
Louisiana,St. John the Baptist Parish,Adrian Perkins,D,4815
Louisiana,St. John the Baptist Parish,Antoine Pierce,D,773
Louisiana,St. John the Baptist Parish,Drew Knight,D,641
Louisiana,St. John the Baptist Parish,Dustin Murphy,R,225
Louisiana,St. John the Baptist Parish,Peter Wenstrup,D,191
Louisiana,St. Landry Parish,Adrian Perkins,D,7083
Louisiana,St. Landry Parish,Derrick Edwards,D,5127
Louisiana,St. Landry Parish,Dustin Murphy,R,1062
Louisiana,St. Landry Parish,Antoine Pierce,D,962
Louisiana,St. Landry Parish,Drew Knight,D,717
Louisiana,St. Landry Parish,Peter Wenstrup,D,250
Louisiana,St. Martin Parish,Adrian Perkins,D,3252
Louisiana,St. Martin Parish,Derrick Edwards,D,2522
Louisiana,St. Martin Parish,Antoine Pierce,D,610
Louisiana,St. Martin Parish,Dustin Murphy,R,486
Louisiana,St. Martin Parish,Drew Knight,D,406
Louisiana,St. Martin Parish,Peter Wenstrup,D,149
Louisiana,St. Mary Parish,Adrian Perkins,D,3606
Louisiana,St. Mary Parish,Derrick Edwards,D,2017
Louisiana,St. Mary Parish,Antoine Pierce,D,621
Louisiana,St. Mary Parish,Dustin Murphy,R,447
Louisiana,St. Mary Parish,Drew Knight,D,363
Louisiana,St. Mary Parish,Peter Wenstrup,D,111
Louisiana,St. Tammany Parish,Adrian Perkins,D,15777
Louisiana,St. Tammany Parish,Derrick Edwards,D,10438
Louisiana,St. Tammany Parish,Dustin Murphy,R,2732
Louisiana,St. Tammany Parish,Antoine Pierce,D,2525
Louisiana,St. Tammany Parish,Drew Knight,D,1890
Louisiana,St. Tammany Parish,Peter Wenstrup,D,969
Louisiana,Tangipahoa Parish,Adrian Perkins,D,7842
Louisiana,Tangipahoa Parish,Derrick Edwards,D,5955
Louisiana,Tangipahoa Parish,Dustin Murphy,R,1053
Louisiana,Tangipahoa Parish,Drew Knight,D,951
Louisiana,Tangipahoa Parish,Antoine Pierce,D,822
Louisiana,Tangipahoa Parish,Peter Wenstrup,D,351
Louisiana,Tensas Parish,Derrick Edwards,D,528
Louisiana,Tensas Parish,Adrian Perkins,D,329
Louisiana,Tensas Parish,Antoine Pierce,D,92
Louisiana,Tensas Parish,Drew Knight,D,82
Louisiana,Tensas Parish,Peter Wenstrup,D,34
Louisiana,Tensas Parish,Dustin Murphy,R,32
Louisiana,Terrebonne Parish,Adrian Perkins,D,4255
Louisiana,Terrebonne Parish,Derrick Edwards,D,3243
Louisiana,Terrebonne Parish,Dustin Murphy,R,943
Louisiana,Terrebonne Parish,Antoine Pierce,D,700
Louisiana,Terrebonne Parish,Drew Knight,D,575
Louisiana,Terrebonne Parish,Peter Wenstrup,D,225
Louisiana,Union Parish,Adrian Perkins,D,949
Louisiana,Union Parish,Derrick Edwards,D,785
Louisiana,Union Parish,Dustin Murphy,R,352
Louisiana,Union Parish,Drew Knight,D,161
Louisiana,Union Parish,Antoine Pierce,D,137
Louisiana,Union Parish,Peter Wenstrup,D,55
Louisiana,Vermilion Parish,Adrian Perkins,D,1828
Louisiana,Vermilion Parish,Derrick Edwards,D,1415
Louisiana,Vermilion Parish,Dustin Murphy,R,612
Louisiana,Vermilion Parish,Antoine Pierce,D,312
Louisiana,Vermilion Parish,Drew Knight,D,250
Louisiana,Vermilion Parish,Peter Wenstrup,D,105
Louisiana,Vernon Parish,Derrick Edwards,D,1177
Louisiana,Vernon Parish,Adrian Perkins,D,794
Louisiana,Vernon Parish,Dustin Murphy,R,630
Louisiana,Vernon Parish,Drew Knight,D,214
Louisiana,Vernon Parish,Antoine Pierce,D,200
Louisiana,Vernon Parish,Peter Wenstrup,D,74
Louisiana,Washington Parish,Adrian Perkins,D,2386
Louisiana,Washington Parish,Derrick Edwards,D,1896
Louisiana,Washington Parish,Dustin Murphy,R,372
Louisiana,Washington Parish,Drew Knight,D,367
Louisiana,Washington Parish,Antoine Pierce,D,267
Louisiana,Washington Parish,Peter Wenstrup,D,123
Louisiana,Webster Parish,Adrian Perkins,D,4079
Louisiana,Webster Parish,Derrick Edwards,D,1035
Louisiana,Webster Parish,Dustin Murphy,R,386
Louisiana,Webster Parish,Drew Knight,D,202
Louisiana,Webster Parish,Antoine Pierce,D,162
Louisiana,Webster Parish,Peter Wenstrup,D,60
Louisiana,West Baton Rouge Parish,Adrian Perkins,D,2827
Louisiana,West Baton Rouge Parish,Derrick Edwards,D,1821
Louisiana,West Baton Rouge Parish,Antoine Pierce,D,384
Louisiana,West Baton Rouge Parish,Drew Knight,D,239
Louisiana,West Baton Rouge Parish,Dustin Murphy,R,173
Louisiana,West Baton Rouge Parish,Peter Wenstrup,D,57
Louisiana,West Carroll Parish,Adrian Perkins,D,274
Louisiana,West Carroll Parish,Derrick Edwards,D,198
Louisiana,West Carroll Parish,Dustin Murphy,R,188
Louisiana,West Carroll Parish,Drew Knight,D,45
Louisiana,West Carroll Parish,Antoine Pierce,D,24
Louisiana,West Carroll Parish,Peter Wenstrup,D,14
