state,county,candidate,Party,votes
Georgia,Coweta County,Richard Winfield,D,286
Georgia,Coweta County,Ed Tarver,D,146
Georgia,Crawford County,Doug Collins,R,1771
Georgia,Crawford County,Raphael Warnock,D,1172
Georgia,Crawford County,Deborah Jackson,D,179
Georgia,Crawford County,Matt Lieberman,D,87
Georgia,Crawford County,Derrick Grayson,R,77
Georgia,Crawford County,Wayne Johnson,R,64
Georgia,Crawford County,Jamesia James,D,55
Georgia,Crawford County,Kandiss Taylor,R,55
Georgia,Crawford County,Tamara Johnson-Shealey,D,53
Georgia,Crawford County,Richard Winfield,D,30
Georgia,Crawford County,Annette Jackson,R,30
Georgia,Crawford County,Joy Slade,D,28
Georgia,Crawford County,Ed Tarver,D,10
Georgia,Crisp County,Doug Collins,R,2316
Georgia,Crisp County,Raphael Warnock,D,1738
Georgia,Crisp County,Deborah Jackson,D,569
Georgia,Crisp County,Tamara Johnson-Shealey,D,149
Georgia,Crisp County,Matt Lieberman,D,132
Georgia,Crisp County,Jamesia James,D,118
Georgia,Crisp County,Derrick Grayson,R,89
Georgia,Crisp County,Kandiss Taylor,R,88
Georgia,Crisp County,Joy Slade,D,73
Georgia,Crisp County,Annette Jackson,R,56
Georgia,Crisp County,Richard Winfield,D,48
Georgia,Crisp County,Wayne Johnson,R,45
Georgia,Crisp County,Ed Tarver,D,22
Georgia,Dade County,Doug Collins,R,2063
Georgia,Dade County,Raphael Warnock,D,461
Georgia,Dade County,Deborah Jackson,D,238
Georgia,Dade County,Matt Lieberman,D,218
Georgia,Dade County,Derrick Grayson,R,204
Georgia,Dade County,Annette Jackson,R,158
Georgia,Dade County,Kandiss Taylor,R,134
Georgia,Dade County,Wayne Johnson,R,126
Georgia,Dade County,Tamara Johnson-Shealey,D,77
Georgia,Dade County,Jamesia James,D,48
Georgia,Dade County,Joy Slade,D,41
Georgia,Dade County,Richard Winfield,D,29
Georgia,Dade County,Ed Tarver,D,25
Georgia,Dawson County,Kelly Loeffler,R,5260
Georgia,Dawson County,Raphael Warnock,D,1506
Georgia,Dawson County,Matt Lieberman,D,266
Georgia,Dawson County,Deborah Jackson,D,260
Georgia,Dawson County,Derrick Grayson,R,191
Georgia,Dawson County,Wayne Johnson,R,168
Georgia,Dawson County,Annette Jackson,R,163
Georgia,Dawson County,Kandiss Taylor,R,154
Georgia,Dawson County,Jamesia James,D,80
Georgia,Dawson County,Tamara Johnson-Shealey,D,78
Georgia,Dawson County,Joy Slade,D,50
Georgia,Dawson County,Ed Tarver,D,27
Georgia,Dawson County,Richard Winfield,D,27
Georgia,Decatur County,Kelly Loeffler,R,2980
Georgia,Decatur County,Raphael Warnock,D,1738
Georgia,Decatur County,Deborah Jackson,D,1429
Georgia,Decatur County,Matt Lieberman,D,391
Georgia,Decatur County,Tamara Johnson-Shealey,D,357
Georgia,Decatur County,Jamesia James,D,297
Georgia,Decatur County,Derrick Grayson,R,206
Georgia,Decatur County,Kandiss Taylor,R,143
Georgia,Decatur County,Annette Jackson,R,126
Georgia,Decatur County,Joy Slade,D,124
Georgia,Decatur County,Wayne Johnson,R,116
Georgia,Decatur County,Ed Tarver,D,79
Georgia,Decatur County,Richard Winfield,D,74
Georgia,DeKalb County,Kelly Loeffler,R,34426
Georgia,DeKalb County,Deborah Jackson,D,32941
Georgia,DeKalb County,Doug Collins,R,20248
Georgia,DeKalb County,Matt Lieberman,D,12148
Georgia,DeKalb County,Tamara Johnson-Shealey,D,10349
Georgia,DeKalb County,Jamesia James,D,9516
Georgia,DeKalb County,Joy Slade,D,4461
Georgia,DeKalb County,Richard Winfield,D,2641
Georgia,DeKalb County,Annette Jackson,R,1638
Georgia,DeKalb County,Ed Tarver,D,1597
Georgia,DeKalb County,Derrick Grayson,R,1361
Georgia,DeKalb County,Wayne Johnson,R,985
Georgia,DeKalb County,Kandiss Taylor,R,917
Georgia,Dodge County,Doug Collins,R,2467
Georgia,Dodge County,Raphael Warnock,D,1421
Georgia,Dodge County,Deborah Jackson,D,319
Georgia,Dodge County,Derrick Grayson,R,103
Georgia,Dodge County,Tamara Johnson-Shealey,D,88
Georgia,Dodge County,Kandiss Taylor,R,85
Georgia,Dodge County,Wayne Johnson,R,80
Georgia,Dodge County,Matt Lieberman,D,75
Georgia,Dodge County,Annette Jackson,R,74
Georgia,Dodge County,Jamesia James,D,65
Georgia,Dodge County,Joy Slade,D,43
Georgia,Dodge County,Richard Winfield,D,29
Georgia,Dodge County,Ed Tarver,D,15
Georgia,Dooly County,Kelly Loeffler,R,1041
Georgia,Dooly County,Doug Collins,R,968
Georgia,Dooly County,Deborah Jackson,D,325
Georgia,Dooly County,Jamesia James,D,79
Georgia,Dooly County,Matt Lieberman,D,77
Georgia,Dooly County,Tamara Johnson-Shealey,D,75
Georgia,Dooly County,Richard Winfield,D,48
Georgia,Dooly County,Wayne Johnson,R,32
Georgia,Dooly County,Derrick Grayson,R,29
Georgia,Dooly County,Joy Slade,D,28
Georgia,Dooly County,Annette Jackson,R,27
Georgia,Dooly County,Kandiss Taylor,R,25
Georgia,Dooly County,Ed Tarver,D,14
Georgia,Dougherty County,Kelly Loeffler,R,5620
Georgia,Dougherty County,Doug Collins,R,4129
Georgia,Dougherty County,Deborah Jackson,D,3021
Georgia,Dougherty County,Tamara Johnson-Shealey,D,1186
Georgia,Dougherty County,Matt Lieberman,D,853
Georgia,Dougherty County,Jamesia James,D,830
Georgia,Dougherty County,Richard Winfield,D,356
Georgia,Dougherty County,Joy Slade,D,344
Georgia,Dougherty County,Annette Jackson,R,196
Georgia,Dougherty County,Derrick Grayson,R,186
Georgia,Dougherty County,Ed Tarver,D,161
Georgia,Dougherty County,Kandiss Taylor,R,133
Georgia,Dougherty County,Wayne Johnson,R,129
Georgia,Douglas County,Kelly Loeffler,R,14011
Georgia,Douglas County,Doug Collins,R,9146
Georgia,Douglas County,Deborah Jackson,D,5804
Georgia,Douglas County,Jamesia James,D,2143
Georgia,Douglas County,Tamara Johnson-Shealey,D,1946
Georgia,Douglas County,Matt Lieberman,D,1626
Georgia,Douglas County,Joy Slade,D,710
Georgia,Douglas County,Derrick Grayson,R,530
Georgia,Douglas County,Richard Winfield,D,466
Georgia,Douglas County,Annette Jackson,R,448
Georgia,Douglas County,Kandiss Taylor,R,325
Georgia,Douglas County,Wayne Johnson,R,300
Georgia,Douglas County,Ed Tarver,D,223
Georgia,Early County,Kelly Loeffler,R,1133
Georgia,Early County,Raphael Warnock,D,1005
Georgia,Early County,Deborah Jackson,D,603
Georgia,Early County,Matt Lieberman,D,155
Georgia,Early County,Tamara Johnson-Shealey,D,135
Georgia,Early County,Jamesia James,D,126
Georgia,Early County,Joy Slade,D,83
Georgia,Early County,Kandiss Taylor,R,55
Georgia,Early County,Annette Jackson,R,51
Georgia,Early County,Derrick Grayson,R,50
Georgia,Early County,Wayne Johnson,R,46
Georgia,Early County,Richard Winfield,D,38
Georgia,Early County,Ed Tarver,D,19
Georgia,Echols County,Doug Collins,R,508
Georgia,Echols County,Derrick Grayson,R,49
Georgia,Echols County,Deborah Jackson,D,43
Georgia,Echols County,Raphael Warnock,D,36
Georgia,Echols County,Wayne Johnson,R,33
Georgia,Echols County,Matt Lieberman,D,25
Georgia,Echols County,Kandiss Taylor,R,24
Georgia,Echols County,Tamara Johnson-Shealey,D,21
Georgia,Echols County,Annette Jackson,R,18
Georgia,Echols County,Jamesia James,D,10
Georgia,Echols County,Joy Slade,D,9
Georgia,Echols County,Ed Tarver,D,6
Georgia,Echols County,Richard Winfield,D,2
Georgia,Effingham County,Doug Collins,R,8019
Georgia,Effingham County,Raphael Warnock,D,4943
Georgia,Effingham County,Deborah Jackson,D,1031
Georgia,Effingham County,Derrick Grayson,R,634
Georgia,Effingham County,Matt Lieberman,D,566
Georgia,Effingham County,Kandiss Taylor,R,439
Georgia,Effingham County,Wayne Johnson,R,437
Georgia,Effingham County,Annette Jackson,R,429
Georgia,Effingham County,Tamara Johnson-Shealey,D,376
Georgia,Effingham County,Jamesia James,D,262
Georgia,Effingham County,Joy Slade,D,158
Georgia,Effingham County,Richard Winfield,D,74
Georgia,Effingham County,Ed Tarver,D,52
Georgia,Elbert County,Kelly Loeffler,R,1526
Georgia,Elbert County,Raphael Warnock,D,1237
Georgia,Elbert County,Deborah Jackson,D,585
Georgia,Elbert County,Matt Lieberman,D,279
Georgia,Elbert County,Jamesia James,D,223
Georgia,Elbert County,Tamara Johnson-Shealey,D,182
Georgia,Elbert County,Derrick Grayson,R,136
Georgia,Elbert County,Wayne Johnson,R,118
Georgia,Elbert County,Annette Jackson,R,93
Georgia,Elbert County,Joy Slade,D,78
Georgia,Elbert County,Kandiss Taylor,R,74
Georgia,Elbert County,Richard Winfield,D,57
Georgia,Elbert County,Ed Tarver,D,30
Georgia,Emanuel County,Doug Collins,R,2776
Georgia,Emanuel County,Raphael Warnock,D,1692
Georgia,Emanuel County,Deborah Jackson,D,503
Georgia,Emanuel County,Derrick Grayson,R,171
Georgia,Emanuel County,Matt Lieberman,D,148
Georgia,Emanuel County,Jamesia James,D,143
Georgia,Emanuel County,Tamara Johnson-Shealey,D,117
Georgia,Emanuel County,Wayne Johnson,R,96
Georgia,Emanuel County,Annette Jackson,R,92
Georgia,Emanuel County,Kandiss Taylor,R,88
Georgia,Emanuel County,Ed Tarver,D,70
Georgia,Emanuel County,Joy Slade,D,47
Georgia,Emanuel County,Richard Winfield,D,33
Georgia,Evans County,Doug Collins,R,1099
Georgia,Evans County,Raphael Warnock,D,791
Georgia,Evans County,Deborah Jackson,D,184
Georgia,Evans County,Matt Lieberman,D,77
Georgia,Evans County,Derrick Grayson,R,70
Georgia,Evans County,Jamesia James,D,57
Georgia,Evans County,Tamara Johnson-Shealey,D,57
Georgia,Evans County,Wayne Johnson,R,53
Georgia,Evans County,Annette Jackson,R,52
Georgia,Evans County,Kandiss Taylor,R,51
Georgia,Evans County,Joy Slade,D,41
Georgia,Evans County,Richard Winfield,D,22
Georgia,Evans County,Ed Tarver,D,19
Georgia,Fannin County,Kelly Loeffler,R,3877
Georgia,Fannin County,Raphael Warnock,D,1694
Georgia,Fannin County,Matt Lieberman,D,270
Georgia,Fannin County,Deborah Jackson,D,263
Georgia,Fannin County,Derrick Grayson,R,190
Georgia,Fannin County,Wayne Johnson,R,122
Georgia,Fannin County,Annette Jackson,R,109
Georgia,Fannin County,Kandiss Taylor,R,94
Georgia,Fannin County,Tamara Johnson-Shealey,D,51
Georgia,Fannin County,Joy Slade,D,42
Georgia,Fannin County,Richard Winfield,D,39
Georgia,Fannin County,Jamesia James,D,32
Georgia,Fannin County,Ed Tarver,D,23
Georgia,Fayette County,Kelly Loeffler,R,21759
Georgia,Fayette County,Doug Collins,R,13916
Georgia,Fayette County,Deborah Jackson,D,3658
Georgia,Fayette County,Matt Lieberman,D,1932
Georgia,Fayette County,Tamara Johnson-Shealey,D,1061
Georgia,Fayette County,Jamesia James,D,1010
Georgia,Fayette County,Annette Jackson,R,624
Georgia,Fayette County,Derrick Grayson,R,594
Georgia,Fayette County,Joy Slade,D,579
Georgia,Fayette County,Kandiss Taylor,R,428
Georgia,Fayette County,Wayne Johnson,R,399
Georgia,Fayette County,Richard Winfield,D,332
Georgia,Fayette County,Ed Tarver,D,198
Georgia,Floyd County,Doug Collins,R,11097
Georgia,Floyd County,Raphael Warnock,D,8151
Georgia,Floyd County,Deborah Jackson,D,1295
Georgia,Floyd County,Matt Lieberman,D,937
Georgia,Floyd County,Kandiss Taylor,R,500
Georgia,Floyd County,Derrick Grayson,R,497
Georgia,Floyd County,Annette Jackson,R,491
Georgia,Floyd County,Tamara Johnson-Shealey,D,457
Georgia,Floyd County,Jamesia James,D,386
Georgia,Floyd County,Wayne Johnson,R,354
Georgia,Floyd County,Joy Slade,D,188
Georgia,Floyd County,Richard Winfield,D,138
Georgia,Floyd County,Ed Tarver,D,68
Georgia,Forsyth County,Doug Collins,R,35067
Georgia,Forsyth County,Raphael Warnock,D,23895
Georgia,Forsyth County,Deborah Jackson,D,6256
Georgia,Forsyth County,Matt Lieberman,D,4335
Georgia,Forsyth County,Derrick Grayson,R,1700
Georgia,Forsyth County,Tamara Johnson-Shealey,D,1611
Georgia,Forsyth County,Annette Jackson,R,1536
Georgia,Forsyth County,Jamesia James,D,1106
Georgia,Forsyth County,Wayne Johnson,R,1064
Georgia,Forsyth County,Kandiss Taylor,R,978
Georgia,Forsyth County,Joy Slade,D,762
Georgia,Forsyth County,Richard Winfield,D,536
Georgia,Forsyth County,Ed Tarver,D,371
Georgia,Franklin County,Kelly Loeffler,R,2258
Georgia,Franklin County,Raphael Warnock,D,613
Georgia,Franklin County,Deborah Jackson,D,303
Georgia,Franklin County,Matt Lieberman,D,220
Georgia,Franklin County,Derrick Grayson,R,188
Georgia,Franklin County,Wayne Johnson,R,146
Georgia,Franklin County,Annette Jackson,R,122
Georgia,Franklin County,Kandiss Taylor,R,100
Georgia,Franklin County,Jamesia James,D,93
Georgia,Franklin County,Tamara Johnson-Shealey,D,89
Georgia,Franklin County,Joy Slade,D,42
Georgia,Franklin County,Ed Tarver,D,31
Georgia,Franklin County,Richard Winfield,D,27
Georgia,Fulton County,Kelly Loeffler,R,83536
Georgia,Fulton County,Doug Collins,R,48437
Georgia,Fulton County,Deborah Jackson,D,41203
Georgia,Fulton County,Matt Lieberman,D,20109
Georgia,Fulton County,Tamara Johnson-Shealey,D,13871
Georgia,Fulton County,Jamesia James,D,13041
Georgia,Fulton County,Joy Slade,D,6744
Georgia,Fulton County,Richard Winfield,D,3429
Georgia,Fulton County,Annette Jackson,R,3325
Georgia,Fulton County,Derrick Grayson,R,2590
Georgia,Fulton County,Ed Tarver,D,2391
Georgia,Fulton County,Kandiss Taylor,R,1906
Georgia,Fulton County,Wayne Johnson,R,1855
Georgia,Gilmer County,Kelly Loeffler,R,4908
Georgia,Gilmer County,Raphael Warnock,D,1897
Georgia,Gilmer County,Deborah Jackson,D,319
Georgia,Gilmer County,Matt Lieberman,D,272
Georgia,Gilmer County,Derrick Grayson,R,192
Georgia,Gilmer County,Wayne Johnson,R,165
Georgia,Gilmer County,Annette Jackson,R,126
Georgia,Gilmer County,Kandiss Taylor,R,93
Georgia,Gilmer County,Tamara Johnson-Shealey,D,84
Georgia,Gilmer County,Joy Slade,D,53
Georgia,Gilmer County,Jamesia James,D,49
Georgia,Gilmer County,Richard Winfield,D,36
Georgia,Gilmer County,Ed Tarver,D,21
Georgia,Glascock County,Doug Collins,R,436
Georgia,Glascock County,Raphael Warnock,D,84
Georgia,Glascock County,Deborah Jackson,D,25
Georgia,Glascock County,Derrick Grayson,R,22
Georgia,Glascock County,Wayne Johnson,R,22
Georgia,Glascock County,Annette Jackson,R,20
Georgia,Glascock County,Matt Lieberman,D,17
Georgia,Glascock County,Ed Tarver,D,13
Georgia,Glascock County,Jamesia James,D,10
Georgia,Glascock County,Kandiss Taylor,R,10
Georgia,Glascock County,Tamara Johnson-Shealey,D,5
Georgia,Glascock County,Joy Slade,D,1
Georgia,Glascock County,Richard Winfield,D,1
Georgia,Glynn County,Doug Collins,R,10293
Georgia,Glynn County,Raphael Warnock,D,7272
Georgia,Glynn County,Deborah Jackson,D,3171
Georgia,Glynn County,Matt Lieberman,D,1430
Georgia,Glynn County,Wayne Johnson,R,982
Georgia,Glynn County,Tamara Johnson-Shealey,D,949
Georgia,Glynn County,Jamesia James,D,743
Georgia,Glynn County,Derrick Grayson,R,740
Georgia,Glynn County,Kandiss Taylor,R,635
Georgia,Glynn County,Annette Jackson,R,634
Georgia,Glynn County,Joy Slade,D,524
Georgia,Glynn County,Ed Tarver,D,207
Georgia,Glynn County,Richard Winfield,D,207
Georgia,Gordon County,Doug Collins,R,7586
Georgia,Gordon County,Raphael Warnock,D,2619
Georgia,Gordon County,Deborah Jackson,D,646
Georgia,Gordon County,Derrick Grayson,R,515
Georgia,Gordon County,Matt Lieberman,D,447
Georgia,Gordon County,Annette Jackson,R,361
Georgia,Gordon County,Kandiss Taylor,R,340
Georgia,Gordon County,Wayne Johnson,R,318
Georgia,Gordon County,Tamara Johnson-Shealey,D,197
Georgia,Gordon County,Jamesia James,D,140
Georgia,Gordon County,Joy Slade,D,93
Georgia,Gordon County,Richard Winfield,D,68
Georgia,Gordon County,Ed Tarver,D,46
Georgia,Grady County,Kelly Loeffler,R,2719
Georgia,Grady County,Raphael Warnock,D,1406
Georgia,Grady County,Deborah Jackson,D,890
Georgia,Grady County,Tamara Johnson-Shealey,D,316
Georgia,Grady County,Matt Lieberman,D,294
Georgia,Grady County,Jamesia James,D,241
Georgia,Grady County,Derrick Grayson,R,227
Georgia,Grady County,Annette Jackson,R,145
Georgia,Grady County,Kandiss Taylor,R,145
Georgia,Grady County,Wayne Johnson,R,130
Georgia,Grady County,Joy Slade,D,103
Georgia,Grady County,Richard Winfield,D,70
Georgia,Grady County,Ed Tarver,D,39
Georgia,Greene County,Kelly Loeffler,R,3349
Georgia,Greene County,Raphael Warnock,D,2572
Georgia,Greene County,Deborah Jackson,D,872
Georgia,Greene County,Matt Lieberman,D,173
Georgia,Greene County,Tamara Johnson-Shealey,D,80
Georgia,Greene County,Derrick Grayson,R,74
Georgia,Greene County,Jamesia James,D,67
Georgia,Greene County,Annette Jackson,R,49
Georgia,Greene County,Kandiss Taylor,R,40
Georgia,Greene County,Richard Winfield,D,38
Georgia,Greene County,Wayne Johnson,R,36
Georgia,Greene County,Joy Slade,D,34
Georgia,Greene County,Ed Tarver,D,14
Georgia,Gwinnett County,Kelly Loeffler,R,88613
Georgia,Gwinnett County,Doug Collins,R,57886
Georgia,Gwinnett County,Deborah Jackson,D,35908
Georgia,Gwinnett County,Tamara Johnson-Shealey,D,16098
Georgia,Gwinnett County,Matt Lieberman,D,16037
Georgia,Gwinnett County,Jamesia James,D,9864
Georgia,Gwinnett County,Derrick Grayson,R,4978
Georgia,Gwinnett County,Joy Slade,D,4758
Georgia,Gwinnett County,Annette Jackson,R,4373
Georgia,Gwinnett County,Wayne Johnson,R,3655
Georgia,Gwinnett County,Richard Winfield,D,3204
Georgia,Gwinnett County,Kandiss Taylor,R,2487
Georgia,Gwinnett County,Ed Tarver,D,1743
Georgia,Habersham County,Kelly Loeffler,R,5371
Georgia,Habersham County,Raphael Warnock,D,2133
Georgia,Habersham County,Deborah Jackson,D,443
Georgia,Habersham County,Matt Lieberman,D,326
Georgia,Habersham County,Derrick Grayson,R,237
Georgia,Habersham County,Annette Jackson,R,185
Georgia,Habersham County,Wayne Johnson,R,149
Georgia,Habersham County,Tamara Johnson-Shealey,D,147
Georgia,Habersham County,Kandiss Taylor,R,142
Georgia,Habersham County,Jamesia James,D,120
Georgia,Habersham County,Joy Slade,D,67
Georgia,Habersham County,Richard Winfield,D,61
Georgia,Habersham County,Ed Tarver,D,31
Georgia,Hall County,Kelly Loeffler,R,21965
Georgia,Hall County,Raphael Warnock,D,14889
Georgia,Hall County,Deborah Jackson,D,3679
Georgia,Hall County,Matt Lieberman,D,1826
Georgia,Hall County,Tamara Johnson-Shealey,D,1069
Georgia,Hall County,Derrick Grayson,R,842
Georgia,Hall County,Jamesia James,D,819
Georgia,Hall County,Annette Jackson,R,781
Georgia,Hall County,Kandiss Taylor,R,569
Georgia,Hall County,Wayne Johnson,R,559
Georgia,Hall County,Joy Slade,D,552
Georgia,Hall County,Richard Winfield,D,308
Georgia,Hall County,Ed Tarver,D,195
Georgia,Hancock County,Kelly Loeffler,R,608
Georgia,Hancock County,Doug Collins,R,476
Georgia,Hancock County,Deborah Jackson,D,330
Georgia,Hancock County,Tamara Johnson-Shealey,D,117
Georgia,Hancock County,Jamesia James,D,103
Georgia,Hancock County,Matt Lieberman,D,89
Georgia,Hancock County,Joy Slade,D,44
Georgia,Hancock County,Richard Winfield,D,38
Georgia,Hancock County,Ed Tarver,D,30
Georgia,Hancock County,Annette Jackson,R,23
Georgia,Hancock County,Derrick Grayson,R,18
Georgia,Hancock County,Wayne Johnson,R,15
Georgia,Hancock County,Kandiss Taylor,R,14
Georgia,Haralson County,Doug Collins,R,4488
Georgia,Haralson County,Raphael Warnock,D,1200
Georgia,Haralson County,Wayne Johnson,R,299
Georgia,Haralson County,Derrick Grayson,R,218
Georgia,Haralson County,Kandiss Taylor,R,211
Georgia,Haralson County,Deborah Jackson,D,201
Georgia,Haralson County,Matt Lieberman,D,167
Georgia,Haralson County,Annette Jackson,R,155
Georgia,Haralson County,Tamara Johnson-Shealey,D,85
Georgia,Haralson County,Jamesia James,D,51
Georgia,Haralson County,Joy Slade,D,34
Georgia,Haralson County,Richard Winfield,D,29
Georgia,Haralson County,Ed Tarver,D,12
Georgia,Harris County,Doug Collins,R,6438
Georgia,Harris County,Raphael Warnock,D,3776
Georgia,Harris County,Deborah Jackson,D,601
Georgia,Harris County,Matt Lieberman,D,291
Georgia,Harris County,Derrick Grayson,R,232
Georgia,Harris County,Tamara Johnson-Shealey,D,196
Georgia,Harris County,Annette Jackson,R,179
Georgia,Harris County,Kandiss Taylor,R,156
Georgia,Harris County,Jamesia James,D,141
Georgia,Harris County,Wayne Johnson,R,141
Georgia,Harris County,Richard Winfield,D,67
Georgia,Harris County,Joy Slade,D,61
Georgia,Harris County,Ed Tarver,D,48
Georgia,Hart County,Kelly Loeffler,R,2080
Georgia,Hart County,Raphael Warnock,D,1302
Georgia,Hart County,Deborah Jackson,D,598
Georgia,Hart County,Matt Lieberman,D,340
Georgia,Hart County,Jamesia James,D,199
Georgia,Hart County,Derrick Grayson,R,185
Georgia,Hart County,Tamara Johnson-Shealey,D,174
Georgia,Hart County,Wayne Johnson,R,163
Georgia,Hart County,Annette Jackson,R,154
Georgia,Hart County,Kandiss Taylor,R,107
Georgia,Hart County,Joy Slade,D,89
Georgia,Hart County,Ed Tarver,D,43
Georgia,Hart County,Richard Winfield,D,37
Georgia,Heard County,Doug Collins,R,1515
Georgia,Heard County,Raphael Warnock,D,592
Georgia,Heard County,Deborah Jackson,D,94
Georgia,Heard County,Derrick Grayson,R,86
Georgia,Heard County,Wayne Johnson,R,75
Georgia,Heard County,Kandiss Taylor,R,60
Georgia,Heard County,Matt Lieberman,D,54
Georgia,Heard County,Annette Jackson,R,51
Georgia,Heard County,Tamara Johnson-Shealey,D,26
Georgia,Heard County,Richard Winfield,D,19
Georgia,Heard County,Joy Slade,D,17
Georgia,Heard County,Jamesia James,D,14
Georgia,Heard County,Ed Tarver,D,8
Georgia,Henry County,Kelly Loeffler,R,26824
Georgia,Henry County,Doug Collins,R,16836
Georgia,Henry County,Deborah Jackson,D,10571
Georgia,Henry County,Tamara Johnson-Shealey,D,3291
Georgia,Henry County,Jamesia James,D,3290
Georgia,Henry County,Matt Lieberman,D,3063
Georgia,Henry County,Joy Slade,D,1462
Georgia,Henry County,Derrick Grayson,R,986
Georgia,Henry County,Annette Jackson,R,815
Georgia,Henry County,Richard Winfield,D,800
Georgia,Henry County,Kandiss Taylor,R,685
Georgia,Henry County,Wayne Johnson,R,637
Georgia,Henry County,Ed Tarver,D,416
Georgia,Houston County,Raphael Warnock,D,21945
Georgia,Houston County,Doug Collins,R,16037
Georgia,Houston County,Deborah Jackson,D,4087
Georgia,Houston County,Matt Lieberman,D,1502
Georgia,Houston County,Jamesia James,D,1436
Georgia,Houston County,Tamara Johnson-Shealey,D,1203
Georgia,Houston County,Derrick Grayson,R,828
Georgia,Houston County,Annette Jackson,R,658
Georgia,Houston County,Kandiss Taylor,R,646
Georgia,Houston County,Wayne Johnson,R,499
Georgia,Houston County,Joy Slade,D,475
Georgia,Houston County,Richard Winfield,D,425
Georgia,Houston County,Ed Tarver,D,269
Georgia,Irwin County,Doug Collins,R,1435
Georgia,Irwin County,Raphael Warnock,D,606
Georgia,Irwin County,Deborah Jackson,D,149
Georgia,Irwin County,Tamara Johnson-Shealey,D,79
Georgia,Irwin County,Derrick Grayson,R,51
Georgia,Irwin County,Wayne Johnson,R,51
Georgia,Irwin County,Kandiss Taylor,R,48
Georgia,Irwin County,Jamesia James,D,43
Georgia,Irwin County,Matt Lieberman,D,42
Georgia,Irwin County,Annette Jackson,R,33
Georgia,Irwin County,Richard Winfield,D,19
Georgia,Irwin County,Joy Slade,D,13
Georgia,Irwin County,Ed Tarver,D,6
Georgia,Jackson County,Kelly Loeffler,R,12593
Georgia,Jackson County,Raphael Warnock,D,4783
Georgia,Jackson County,Deborah Jackson,D,1077
Georgia,Jackson County,Matt Lieberman,D,598
Georgia,Jackson County,Derrick Grayson,R,458
Georgia,Jackson County,Kandiss Taylor,R,412
Georgia,Jackson County,Annette Jackson,R,386
Georgia,Jackson County,Wayne Johnson,R,317
Georgia,Jackson County,Tamara Johnson-Shealey,D,311
Georgia,Jackson County,Jamesia James,D,259
Georgia,Jackson County,Joy Slade,D,161
Georgia,Jackson County,Richard Winfield,D,94
Georgia,Jackson County,Ed Tarver,D,58
Georgia,Jasper County,Doug Collins,R,2142
Georgia,Jasper County,Raphael Warnock,D,1218
Georgia,Jasper County,Deborah Jackson,D,220
Georgia,Jasper County,Derrick Grayson,R,108
Georgia,Jasper County,Matt Lieberman,D,91
Georgia,Jasper County,Tamara Johnson-Shealey,D,79
Georgia,Jasper County,Kandiss Taylor,R,73
Georgia,Jasper County,Wayne Johnson,R,65
Georgia,Jasper County,Annette Jackson,R,62
Georgia,Jasper County,Jamesia James,D,60
Georgia,Jasper County,Joy Slade,D,28
Georgia,Jasper County,Richard Winfield,D,21
Georgia,Jasper County,Ed Tarver,D,6
Georgia,Jeff Davis County,Kelly Loeffler,R,1719
Georgia,Jeff Davis County,Kandiss Taylor,R,769
Georgia,Jeff Davis County,Raphael Warnock,D,590
Georgia,Jeff Davis County,Deborah Jackson,D,192
Georgia,Jeff Davis County,Wayne Johnson,R,99
Georgia,Jeff Davis County,Derrick Grayson,R,95
Georgia,Jeff Davis County,Jamesia James,D,68
Georgia,Jeff Davis County,Matt Lieberman,D,55
Georgia,Jeff Davis County,Annette Jackson,R,50
Georgia,Jeff Davis County,Tamara Johnson-Shealey,D,49
Georgia,Jeff Davis County,Joy Slade,D,19
Georgia,Jeff Davis County,Ed Tarver,D,9
Georgia,Jeff Davis County,Richard Winfield,D,7
Georgia,Jefferson County,Kelly Loeffler,R,1847
Georgia,Jefferson County,Doug Collins,R,1429
Georgia,Jefferson County,Deborah Jackson,D,620
Georgia,Jefferson County,Tamara Johnson-Shealey,D,205
Georgia,Jefferson County,Jamesia James,D,184
Georgia,Jefferson County,Ed Tarver,D,175
Georgia,Jefferson County,Matt Lieberman,D,145
Georgia,Jefferson County,Derrick Grayson,R,59
Georgia,Jefferson County,Joy Slade,D,51
Georgia,Jefferson County,Annette Jackson,R,46
Georgia,Jefferson County,Wayne Johnson,R,42
Georgia,Jefferson County,Kandiss Taylor,R,40
Georgia,Jefferson County,Richard Winfield,D,32
Georgia,Jenkins County,Doug Collins,R,849
Georgia,Jenkins County,Raphael Warnock,D,806
Georgia,Jenkins County,Deborah Jackson,D,172
Georgia,Jenkins County,Jamesia James,D,77
Georgia,Jenkins County,Matt Lieberman,D,55
Georgia,Jenkins County,Tamara Johnson-Shealey,D,45
Georgia,Jenkins County,Derrick Grayson,R,41
Georgia,Jenkins County,Wayne Johnson,R,34
Georgia,Jenkins County,Kandiss Taylor,R,33
Georgia,Jenkins County,Annette Jackson,R,31
Georgia,Jenkins County,Ed Tarver,D,30
Georgia,Jenkins County,Richard Winfield,D,27
Georgia,Jenkins County,Joy Slade,D,11
Georgia,Johnson County,Doug Collins,R,1243
Georgia,Johnson County,Raphael Warnock,D,763
Georgia,Johnson County,Deborah Jackson,D,197
Georgia,Johnson County,Tamara Johnson-Shealey,D,72
Georgia,Johnson County,Derrick Grayson,R,44
Georgia,Johnson County,Jamesia James,D,43
