state,county,candidate,Party,votes,won
New Hampshire,Deering,Donald Trump,R,670,True
New Hampshire,Deering,Joe Biden,D,462,False
New Hampshire,Francestown,Joe Biden,D,592,True
New Hampshire,Francestown,Donald Trump,R,534,False
New Hampshire,Goffstown,Donald Trump,R,5040,True
New Hampshire,Goffstown,Joe Biden,D,4967,False
New Hampshire,Greenfield,Joe Biden,D,529,True
New Hampshire,Greenfield,Donald Trump,R,466,False
New Hampshire,Greenville,Donald Trump,R,532,True
New Hampshire,Greenville,Joe Biden,D,501,False
New Hampshire,Hancock,Joe Biden,D,875,True
New Hampshire,Hancock,Donald Trump,R,408,False
New Hampshire,Hillsborough,Donald Trump,R,1722,True
New Hampshire,Hillsborough,Joe Biden,D,1475,False
New Hampshire,Hollis,Joe Biden,D,3277,True
New Hampshire,Hollis,Donald Trump,R,2468,False
New Hampshire,Hudson,Donald Trump,R,7744,True
New Hampshire,Hudson,Joe Biden,D,6632,False
New Hampshire,Litchfield,Donald Trump,R,2824,True
New Hampshire,Litchfield,Joe Biden,D,2497,False
New Hampshire,Lyndeborough,Joe Biden,D,564,True
New Hampshire,Lyndeborough,Donald Trump,R,541,False
New Hampshire,Manchester,Joe Biden,D,29464,True
New Hampshire,Manchester,Donald Trump,R,22127,False
New Hampshire,Mason,Donald Trump,R,535,True
New Hampshire,Mason,Joe Biden,D,380,False
New Hampshire,Merrimack,Joe Biden,D,8725,True
New Hampshire,Merrimack,Donald Trump,R,7669,False
New Hampshire,Milford,Joe Biden,D,4644,True
New Hampshire,Milford,Donald Trump,R,4123,False
New Hampshire,Mont Vernon,Joe Biden,D,1011,True
New Hampshire,Mont Vernon,Donald Trump,R,730,False
New Hampshire,Nashua,Joe Biden,D,26770,True
New Hampshire,Nashua,Donald Trump,R,17806,False
New Hampshire,New Boston,Donald Trump,R,2036,True
New Hampshire,New Boston,Joe Biden,D,1826,False
New Hampshire,New Ipswich,Donald Trump,R,2099,True
New Hampshire,New Ipswich,Joe Biden,D,962,False
New Hampshire,Pelham,Donald Trump,R,5253,True
New Hampshire,Pelham,Joe Biden,D,3480,False
New Hampshire,Peterborough,Joe Biden,D,3090,True
New Hampshire,Peterborough,Donald Trump,R,1246,False
New Hampshire,Sharon,Joe Biden,D,153,True
New Hampshire,Sharon,Donald Trump,R,116,False
New Hampshire,Temple,Joe Biden,D,518,True
New Hampshire,Temple,Donald Trump,R,432,False
New Hampshire,Weare,Donald Trump,R,3213,True
New Hampshire,Weare,Joe Biden,D,2211,False
New Hampshire,Wilton,Joe Biden,D,1330,True
New Hampshire,Wilton,Donald Trump,R,1090,False
New Hampshire,Windsor,Donald Trump,R,91,True
New Hampshire,Windsor,Joe Biden,D,33,False
New Hampshire,Allenstown,Donald Trump,R,1233,True
New Hampshire,Allenstown,Joe Biden,D,1050,False
New Hampshire,Andover,Joe Biden,D,844,True
New Hampshire,Andover,Donald Trump,R,726,False
New Hampshire,Boscawen,Donald Trump,R,1064,True
New Hampshire,Boscawen,Joe Biden,D,931,False
New Hampshire,Bow,Joe Biden,D,3256,True
New Hampshire,Bow,Donald Trump,R,2167,False
New Hampshire,Bradford,Joe Biden,D,563,True
New Hampshire,Bradford,Donald Trump,R,478,False
New Hampshire,Canterbury,Joe Biden,D,1009,True
New Hampshire,Canterbury,Donald Trump,R,718,False
New Hampshire,Chichester,Donald Trump,R,930,True
New Hampshire,Chichester,Joe Biden,D,770,False
New Hampshire,Concord,Joe Biden,D,15511,True
New Hampshire,Concord,Donald Trump,R,7983,False
New Hampshire,Danbury,Donald Trump,R,414,True
New Hampshire,Danbury,Joe Biden,D,290,False
New Hampshire,Dunbarton,Donald Trump,R,1121,True
New Hampshire,Dunbarton,Joe Biden,D,877,False
New Hampshire,Epsom,Donald Trump,R,1702,True
New Hampshire,Epsom,Joe Biden,D,1180,False
New Hampshire,Franklin,Donald Trump,R,2281,True
New Hampshire,Franklin,Joe Biden,D,1804,False
New Hampshire,Henniker,Joe Biden,D,1569,True
New Hampshire,Henniker,Donald Trump,R,1075,False
New Hampshire,Hill,Donald Trump,R,403,True
New Hampshire,Hill,Joe Biden,D,224,False
New Hampshire,Hooksett,Donald Trump,R,4387,True
New Hampshire,Hooksett,Joe Biden,D,4060,False
New Hampshire,Hopkinton,Joe Biden,D,2688,True
New Hampshire,Hopkinton,Donald Trump,R,1400,False
New Hampshire,Loudon,Donald Trump,R,2152,True
New Hampshire,Loudon,Joe Biden,D,1489,False
New Hampshire,Newbury,Joe Biden,D,905,True
New Hampshire,Newbury,Donald Trump,R,726,False
New Hampshire,New London,Joe Biden,D,2081,True
New Hampshire,New London,Donald Trump,R,1059,False
New Hampshire,Northfield,Donald Trump,R,1435,True
New Hampshire,Northfield,Joe Biden,D,1122,False
New Hampshire,Pembroke,Joe Biden,D,2189,True
New Hampshire,Pembroke,Donald Trump,R,2057,False
New Hampshire,Pittsfield,Donald Trump,R,1230,True
New Hampshire,Pittsfield,Joe Biden,D,807,False
New Hampshire,Salisbury,Donald Trump,R,517,True
New Hampshire,Salisbury,Joe Biden,D,380,False
New Hampshire,Sutton,Joe Biden,D,753,True
New Hampshire,Sutton,Donald Trump,R,574,False
New Hampshire,Warner,Joe Biden,D,1050,True
New Hampshire,Warner,Donald Trump,R,844,False
New Hampshire,Webster,Donald Trump,R,669,True
New Hampshire,Webster,Joe Biden,D,548,False
New Hampshire,Wilmot,Joe Biden,D,583,True
New Hampshire,Wilmot,Donald Trump,R,366,False
New Hampshire,Atkinson,Donald Trump,R,2795,True
New Hampshire,Atkinson,Joe Biden,D,2250,False
New Hampshire,Auburn,Donald Trump,R,2265,True
New Hampshire,Auburn,Joe Biden,D,1619,False
New Hampshire,Brentwood,Joe Biden,D,1505,True
New Hampshire,Brentwood,Donald Trump,R,1372,False
New Hampshire,Candia,Donald Trump,R,1702,True
New Hampshire,Candia,Joe Biden,D,1039,False
New Hampshire,Chester,Donald Trump,R,1951,True
New Hampshire,Chester,Joe Biden,D,1465,False
New Hampshire,Danville,Donald Trump,R,1686,True
New Hampshire,Danville,Joe Biden,D,1082,False
New Hampshire,Deerfield,Donald Trump,R,1786,True
New Hampshire,Deerfield,Joe Biden,D,1360,False
New Hampshire,Derry,Donald Trump,R,9412,True
New Hampshire,Derry,Joe Biden,D,8215,False
New Hampshire,East Kingston,Donald Trump,R,889,True
New Hampshire,East Kingston,Joe Biden,D,781,False
New Hampshire,Epping,Donald Trump,R,2311,True
New Hampshire,Epping,Joe Biden,D,2047,False
New Hampshire,Exeter,Joe Biden,D,6820,True
New Hampshire,Exeter,Donald Trump,R,3321,False
New Hampshire,Fremont,Donald Trump,R,1635,True
New Hampshire,Fremont,Joe Biden,D,1151,False
New Hampshire,Greenland,Joe Biden,D,1723,True
New Hampshire,Greenland,Donald Trump,R,1160,False
New Hampshire,Hampstead,Donald Trump,R,3303,True
New Hampshire,Hampstead,Joe Biden,D,2494,False
New Hampshire,Hampton,Joe Biden,D,6150,True
New Hampshire,Hampton,Donald Trump,R,5212,False
New Hampshire,Hampton Falls,Donald Trump,R,863,True
New Hampshire,Hampton Falls,Joe Biden,D,845,False
New Hampshire,Kensington,Joe Biden,D,805,True
New Hampshire,Kensington,Donald Trump,R,726,False
New Hampshire,Kingston,Donald Trump,R,2311,True
New Hampshire,Kingston,Joe Biden,D,1731,False
New Hampshire,Londonderry,Donald Trump,R,7905,True
New Hampshire,Londonderry,Joe Biden,D,7738,False
New Hampshire,New Castle,Joe Biden,D,619,True
New Hampshire,New Castle,Donald Trump,R,281,False
New Hampshire,Newfields,Joe Biden,D,719,True
New Hampshire,Newfields,Donald Trump,R,512,False
New Hampshire,Newington,Donald Trump,R,325,True
New Hampshire,Newington,Joe Biden,D,304,False
New Hampshire,Newmarket,Joe Biden,D,3953,True
New Hampshire,Newmarket,Donald Trump,R,1925,False
New Hampshire,Newton,Donald Trump,R,1680,True
New Hampshire,Newton,Joe Biden,D,1277,False
New Hampshire,North Hampton,Joe Biden,D,1987,True
New Hampshire,North Hampton,Donald Trump,R,1455,False
New Hampshire,Northwood,Donald Trump,R,1483,True
New Hampshire,Northwood,Joe Biden,D,1329,False
New Hampshire,Nottingham,Joe Biden,D,1769,True
New Hampshire,Nottingham,Donald Trump,R,1641,False
New Hampshire,Plaistow,Donald Trump,R,2504,True
New Hampshire,Plaistow,Joe Biden,D,2045,False
New Hampshire,Portsmouth,Joe Biden,D,10663,True
New Hampshire,Portsmouth,Donald Trump,R,3836,False
New Hampshire,Raymond,Donald Trump,R,3517,True
New Hampshire,Raymond,Joe Biden,D,2378,False
New Hampshire,Rye,Joe Biden,D,2781,True
New Hampshire,Rye,Donald Trump,R,1620,False
New Hampshire,Salem,Donald Trump,R,9969,True
New Hampshire,Salem,Joe Biden,D,7638,False
New Hampshire,Sandown,Donald Trump,R,2273,True
New Hampshire,Sandown,Joe Biden,D,1632,False
New Hampshire,Seabrook,Donald Trump,R,2595,True
New Hampshire,Seabrook,Joe Biden,D,1973,False
New Hampshire,South Hampton,Donald Trump,R,326,True
New Hampshire,South Hampton,Joe Biden,D,304,False
New Hampshire,Stratham,Joe Biden,D,3306,True
New Hampshire,Stratham,Donald Trump,R,2115,False
New Hampshire,Windham,Donald Trump,R,5196,True
New Hampshire,Windham,Joe Biden,D,4567,False
New Hampshire,Barrington,Joe Biden,D,3142,True
New Hampshire,Barrington,Donald Trump,R,2733,False
New Hampshire,Dover,Joe Biden,D,12508,True
New Hampshire,Dover,Donald Trump,R,6331,False
New Hampshire,Durham,Joe Biden,D,5970,True
New Hampshire,Durham,Donald Trump,R,1712,False
New Hampshire,Farmington,Donald Trump,R,2000,True
New Hampshire,Farmington,Joe Biden,D,1365,False
New Hampshire,Lee,Joe Biden,D,1957,True
New Hampshire,Lee,Donald Trump,R,971,False
New Hampshire,Madbury,Joe Biden,D,824,True
New Hampshire,Madbury,Donald Trump,R,454,False
New Hampshire,Middleton,Donald Trump,R,643,True
New Hampshire,Middleton,Joe Biden,D,378,False
New Hampshire,Milton,Donald Trump,R,1476,True
New Hampshire,Milton,Joe Biden,D,1015,False
New Hampshire,New Durham,Donald Trump,R,1109,True
New Hampshire,New Durham,Joe Biden,D,727,False
New Hampshire,Rochester,Donald Trump,R,8367,True
New Hampshire,Rochester,Joe Biden,D,8132,False
New Hampshire,Rollinsford,Joe Biden,D,951,True
New Hampshire,Rollinsford,Donald Trump,R,735,False
New Hampshire,Somersworth,Joe Biden,D,3422,True
New Hampshire,Somersworth,Donald Trump,R,2550,False
New Hampshire,Strafford,Donald Trump,R,1408,True
New Hampshire,Strafford,Joe Biden,D,1330,False
New Hampshire,Acworth,Joe Biden,D,293,True
New Hampshire,Acworth,Donald Trump,R,269,False
New Hampshire,Charlestown,Donald Trump,R,1239,True
New Hampshire,Charlestown,Joe Biden,D,1185,False
New Hampshire,Claremont,Joe Biden,D,2895,True
New Hampshire,Claremont,Donald Trump,R,2788,False
New Hampshire,Cornish,Joe Biden,D,679,True
New Hampshire,Cornish,Donald Trump,R,408,False
New Hampshire,Croydon,Donald Trump,R,319,True
New Hampshire,Croydon,Joe Biden,D,172,False
New Hampshire,Goshen,Donald Trump,R,284,True
New Hampshire,Goshen,Joe Biden,D,186,False
New Hampshire,Grantham,Joe Biden,D,1669,True
New Hampshire,Grantham,Donald Trump,R,747,False
New Hampshire,Langdon,Joe Biden,D,206,True
New Hampshire,Langdon,Donald Trump,R,199,False
New Hampshire,Lempster,Donald Trump,R,440,True
New Hampshire,Lempster,Joe Biden,D,274,False
New Hampshire,Newport,Donald Trump,R,1773,True
New Hampshire,Newport,Joe Biden,D,1301,False
New Hampshire,Plainfield,Joe Biden,D,1135,True
New Hampshire,Plainfield,Donald Trump,R,522,False
New Hampshire,Springfield,Joe Biden,D,437,True
New Hampshire,Springfield,Donald Trump,R,436,False
New Hampshire,Sunapee,Joe Biden,D,1309,True
New Hampshire,Sunapee,Donald Trump,R,1086,False
New Hampshire,Unity,Donald Trump,R,531,True
New Hampshire,Unity,Joe Biden,D,335,False
New Hampshire,Washington,Donald Trump,R,467,True
New Hampshire,Washington,Joe Biden,D,314,False
New Jersey,Atlantic County,Joe Biden,D,73808,True
New Jersey,Atlantic County,Donald Trump,R,64438,False
New Jersey,Bergen County,Joe Biden,D,285967,True
New Jersey,Bergen County,Donald Trump,R,204417,False
New Jersey,Burlington County,Joe Biden,D,154595,True
New Jersey,Burlington County,Donald Trump,R,103345,False
New Jersey,Camden County,Joe Biden,D,175065,True
New Jersey,Camden County,Donald Trump,R,86207,False
New Jersey,Cape May County,Donald Trump,R,33158,True
New Jersey,Cape May County,Joe Biden,D,23941,False
New Jersey,Cumberland County,Joe Biden,D,32742,True
New Jersey,Cumberland County,Donald Trump,R,28952,False
New Jersey,Essex County,Joe Biden,D,266820,True
New Jersey,Essex County,Donald Trump,R,75475,False
New Jersey,Gloucester County,Joe Biden,D,86702,True
New Jersey,Gloucester County,Donald Trump,R,83340,False
New Jersey,Hudson County,Joe Biden,D,181452,True
New Jersey,Hudson County,Donald Trump,R,65698,False
New Jersey,Hunterdon County,Donald Trump,R,43153,True
New Jersey,Hunterdon County,Joe Biden,D,39457,False
New Jersey,Mercer County,Joe Biden,D,122532,True
New Jersey,Mercer County,Donald Trump,R,51641,False
New Jersey,Middlesex County,Joe Biden,D,226250,True
New Jersey,Middlesex County,Donald Trump,R,143467,False
New Jersey,Monmouth County,Donald Trump,R,191808,True
New Jersey,Monmouth County,Joe Biden,D,181291,False
New Jersey,Morris County,Joe Biden,D,153881,True
New Jersey,Morris County,Donald Trump,R,141134,False
New Jersey,Ocean County,Donald Trump,R,217740,True
New Jersey,Ocean County,Joe Biden,D,119456,False
New Jersey,Passaic County,Joe Biden,D,129097,True
New Jersey,Passaic County,Donald Trump,R,92009,False
New Jersey,Salem County,Donald Trump,R,18827,True
New Jersey,Salem County,Joe Biden,D,14479,False
New Jersey,Somerset County,Joe Biden,D,111173,True
New Jersey,Somerset County,Donald Trump,R,71996,False
New Jersey,Sussex County,Donald Trump,R,51698,True
New Jersey,Sussex County,Joe Biden,D,34481,False
New Jersey,Union County,Joe Biden,D,170245,True
New Jersey,Union County,Donald Trump,R,80002,False
New Jersey,Warren County,Donald Trump,R,34769,True
New Jersey,Warren County,Joe Biden,D,24901,False
New Mexico,Bernalillo County,Joe Biden,D,193757,True
New Mexico,Bernalillo County,Donald Trump,R,116135,False
New Mexico,Catron County,Donald Trump,R,1698,True
New Mexico,Catron County,Joe Biden,D,595,False
New Mexico,Chaves County,Donald Trump,R,15656,True
New Mexico,Chaves County,Joe Biden,D,6381,False
New Mexico,Cibola County,Joe Biden,D,4745,True
New Mexico,Cibola County,Donald Trump,R,3975,False
New Mexico,Colfax County,Donald Trump,R,3271,True
New Mexico,Colfax County,Joe Biden,D,2611,False
New Mexico,Curry County,Donald Trump,R,10444,True
New Mexico,Curry County,Joe Biden,D,4307,False
New Mexico,De Baca County,Donald Trump,R,656,True
New Mexico,De Baca County,Joe Biden,D,231,False
New Mexico,Do�a Ana County,Joe Biden,D,47957,True
New Mexico,Do�a Ana County,Donald Trump,R,32802,False
New Mexico,Eddy County,Donald Trump,R,17454,True
New Mexico,Eddy County,Joe Biden,D,5424,False
New Mexico,Grant County,Joe Biden,D,7590,True
New Mexico,Grant County,Donald Trump,R,6553,False
New Mexico,Guadalupe County,Joe Biden,D,1234,True
New Mexico,Guadalupe County,Donald Trump,R,917,False
New Mexico,Harding County,Donald Trump,R,319,True
New Mexico,Harding County,Joe Biden,D,179,False
New Mexico,Hidalgo County,Donald Trump,R,1120,True
New Mexico,Hidalgo County,Joe Biden,D,823,False
New Mexico,Lea County,Donald Trump,R,16531,True
New Mexico,Lea County,Joe Biden,D,4061,False
New Mexico,Lincoln County,Donald Trump,R,6942,True
New Mexico,Lincoln County,Joe Biden,D,3194,False
New Mexico,Los Alamos County,Joe Biden,D,7554,True
New Mexico,Los Alamos County,Donald Trump,R,4278,False
New Mexico,Luna County,Donald Trump,R,4408,True
New Mexico,Luna County,Joe Biden,D,3563,False
New Mexico,McKinley County,Joe Biden,D,18029,True
New Mexico,McKinley County,Donald Trump,R,7801,False
New Mexico,Mora County,Joe Biden,D,1745,True
New Mexico,Mora County,Donald Trump,R,903,False
New Mexico,Otero County,Donald Trump,R,14521,True
New Mexico,Otero County,Joe Biden,D,8485,False
New Mexico,Quay County,Donald Trump,R,2634,True
New Mexico,Quay County,Joe Biden,D,1170,False
New Mexico,Rio Arriba County,Joe Biden,D,10990,True
New Mexico,Rio Arriba County,Donald Trump,R,5408,False
New Mexico,Roosevelt County,Donald Trump,R,4634,True
New Mexico,Roosevelt County,Joe Biden,D,1802,False
New Mexico,Sandoval County,Joe Biden,D,40588,True
New Mexico,Sandoval County,Donald Trump,R,34174,False
New Mexico,San Juan County,Donald Trump,R,32874,True
New Mexico,San Juan County,Joe Biden,D,18083,False
New Mexico,San Miguel County,Joe Biden,D,7888,True
New Mexico,San Miguel County,Donald Trump,R,3421,False
New Mexico,Santa Fe County,Joe Biden,D,62530,True
New Mexico,Santa Fe County,Donald Trump,R,18329,False
New Mexico,Sierra County,Donald Trump,R,3542,True
New Mexico,Sierra County,Joe Biden,D,2265,False
New Mexico,Socorro County,Joe Biden,D,3722,True
New Mexico,Socorro County,Donald Trump,R,3255,False
New Mexico,Taos County,Joe Biden,D,13121,True
New Mexico,Taos County,Donald Trump,R,3715,False
New Mexico,Torrance County,Donald Trump,R,4772,True
New Mexico,Torrance County,Joe Biden,D,2344,False
New Mexico,Union County,Donald Trump,R,1388,True
New Mexico,Union County,Joe Biden,D,383,False
New Mexico,Valencia County,Donald Trump,R,17364,True
New Mexico,Valencia County,Joe Biden,D,14263,False
New York,Albany County,Joe Biden,D,99474,True
New York,Albany County,Donald Trump,R,51081,False
New York,Allegany County,Donald Trump,R,14135,True
New York,Allegany County,Joe Biden,D,6048,False
New York,Bronx County,Joe Biden,D,355374,True
New York,Bronx County,Donald Trump,R,67740,False
New York,Broome County,Joe Biden,D,47010,True
New York,Broome County,Donald Trump,R,43800,False
New York,Cattaraugus County,Donald Trump,R,22155,True
New York,Cattaraugus County,Joe Biden,D,11879,False
New York,Cayuga County,Donald Trump,R,19512,True
New York,Cayuga County,Joe Biden,D,16149,False
New York,Chautauqua County,Donald Trump,R,34853,True
New York,Chautauqua County,Joe Biden,D,23087,False
New York,Chemung County,Donald Trump,R,21922,True
New York,Chemung County,Joe Biden,D,16636,False
New York,Chenango County,Donald Trump,R,13482,True
New York,Chenango County,Joe Biden,D,8290,False
New York,Clinton County,Joe Biden,D,18364,True
New York,Clinton County,Donald Trump,R,16514,False
New York,Columbia County,Joe Biden,D,20386,True
New York,Columbia County,Donald Trump,R,14464,False
New York,Cortland County,Donald Trump,R,10789,True
New York,Cortland County,Joe Biden,D,10369,False
New York,Delaware County,Donald Trump,R,13387,True
New York,Delaware County,Joe Biden,D,9143,False
New York,Dutchess County,Joe Biden,D,81443,True
New York,Dutchess County,Donald Trump,R,66872,False
New York,Erie County,Joe Biden,D,267174,True
New York,Erie County,Donald Trump,R,197527,False
New York,Essex County,Joe Biden,D,9947,True
New York,Essex County,Donald Trump,R,8976,False
New York,Franklin County,Donald Trump,R,9668,True
New York,Franklin County,Joe Biden,D,9253,False
New York,Fulton County,Donald Trump,R,15378,True
New York,Fulton County,Joe Biden,D,7931,False
New York,Genesee County,Donald Trump,R,18876,True
New York,Genesee County,Joe Biden,D,9625,False
New York,Greene County,Donald Trump,R,14271,True
New York,Greene County,Joe Biden,D,10346,False
New York,Hamilton County,Donald Trump,R,2225,True
New York,Hamilton County,Joe Biden,D,1178,False
New York,Herkimer County,Donald Trump,R,18870,True
New York,Herkimer County,Joe Biden,D,9937,False
New York,Jefferson County,Donald Trump,R,25629,True
New York,Jefferson County,Joe Biden,D,17307,False
New York,Kings County,Joe Biden,D,703310,True
New York,Kings County,Donald Trump,R,202772,False
New York,Lewis County,Donald Trump,R,8894,True
New York,Lewis County,Joe Biden,D,3824,False
New York,Livingston County,Donald Trump,R,18182,True
New York,Livingston County,Joe Biden,D,12477,False
New York,Madison County,Donald Trump,R,18408,True
New York,Madison County,Joe Biden,D,14807,False
New York,Monroe County,Joe Biden,D,225746,True
New York,Monroe County,Donald Trump,R,145661,False
